Date,Appliances,Relation,Appliance start times
01-01,['kitchen_lights', 'microwave'],>,['13:15:00', '13:30:00']
11-21,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-21,['amp_livingroom', 'subwoofer_livingroom'],>,['16:30:00', '16:30:00']
11-21,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-21,['subwoofer_livingroom', 'kitchen_lights'],>,['16:30:00', '16:30:00']
11-21,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:15:00']
11-21,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-21,['htpc', 'kitchen_lights'],>,['16:30:00', '16:30:00']
11-21,['htpc', 'kitchen_lights'],>,['16:30:00', '17:00:00']
11-21,['htpc', 'kitchen_lights'],>,['16:30:00', '18:45:00']
11-21,['htpc', 'kitchen_lights'],>,['16:30:00', '19:15:00']
11-21,['htpc', 'kitchen_lights'],>,['16:30:00', '20:15:00']
11-21,['htpc', 'tv'],>,['16:30:00', '16:30:00']
11-21,['htpc', 'tv'],>,['16:30:00', '19:30:00']
11-21,['htpc', 'subwoofer_livingroom'],>,['16:30:00', '16:30:00']
11-21,['htpc', 'subwoofer_livingroom'],>,['16:30:00', '19:30:00']
11-21,['htpc', 'subwoofer_livingroom'],>,['22:15:00', '23:15:00']
11-21,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '08:00:00']
11-21,['gigE_&_USBhub', 'laptop'],>,['08:00:00', '08:00:00']
11-21,['gigE_&_USBhub', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-21,['laptop', 'lcd_office'],>,['08:00:00', '08:00:00']
11-21,['laptop', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-22,['kitchen_lights', 'microwave'],>,['08:15:00', '08:45:00']
11-22,['kitchen_lights', 'microwave'],>,['09:45:00', '09:45:00']
11-22,['livingroom_lamp_tv', 'kitchen_lights'],>,['09:15:00', '09:45:00']
11-22,['livingroom_lamp_tv', 'kitchen_lights'],>,['09:15:00', '12:30:00']
11-22,['livingroom_lamp_tv', 'kitchen_lights'],>,['09:15:00', '15:00:00']
11-22,['livingroom_lamp_tv', 'kitchen_lights'],>,['09:15:00', '18:00:00']
11-22,['amp_livingroom', 'tv'],>,['20:15:00', '20:15:00']
11-22,['amp_livingroom', 'subwoofer_livingroom'],>,['13:30:00', '13:30:00']
11-22,['amp_livingroom', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
11-22,['subwoofer_livingroom', 'tv'],>,['20:15:00', '20:15:00']
11-22,['htpc', 'tv'],>,['18:45:00', '20:15:00']
11-22,['htpc', 'subwoofer_livingroom'],>,['18:45:00', '20:15:00']
11-22,['hair_dryer', 'straighteners'],>,['10:45:00', '10:45:00']
11-23,['kitchen_lights', 'microwave'],>,['07:45:00', '08:15:00']
11-23,['kitchen_lights', 'microwave'],>,['16:00:00', '19:15:00']
11-23,['tv', 'kitchen_lights'],>,['07:15:00', '07:15:00']
11-23,['tv', 'kitchen_lights'],>,['07:15:00', '07:45:00']
11-23,['tv', 'kitchen_lights'],>,['19:15:00', '20:30:00']
11-23,['tv', 'kitchen_lights'],>,['19:15:00', '21:45:00']
11-23,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:30:00', '20:30:00']
11-23,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:30:00', '21:45:00']
11-23,['amp_livingroom', 'kitchen_lights'],>,['07:15:00', '07:15:00']
11-23,['amp_livingroom', 'kitchen_lights'],>,['07:15:00', '07:45:00']
11-23,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-23,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '21:45:00']
11-23,['amp_livingroom', 'tv'],>,['07:15:00', '07:15:00']
11-23,['amp_livingroom', 'tv'],>,['17:45:00', '17:45:00']
11-23,['amp_livingroom', 'subwoofer_livingroom'],>,['07:15:00', '07:15:00']
11-23,['amp_livingroom', 'subwoofer_livingroom'],>,['17:45:00', '18:00:00']
11-23,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-23,['subwoofer_livingroom', 'kitchen_lights'],>,['07:15:00', '07:15:00']
11-23,['subwoofer_livingroom', 'kitchen_lights'],>,['07:15:00', '07:45:00']
11-23,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-23,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '21:45:00']
11-23,['subwoofer_livingroom', 'tv'],>,['07:15:00', '07:15:00']
11-23,['htpc', 'kitchen_lights'],>,['07:15:00', '07:15:00']
11-23,['htpc', 'kitchen_lights'],>,['07:15:00', '07:45:00']
11-23,['htpc', 'kitchen_lights'],>,['18:00:00', '20:30:00']
11-23,['htpc', 'kitchen_lights'],>,['18:00:00', '21:45:00']
11-23,['htpc', 'tv'],>,['07:15:00', '07:15:00']
11-23,['htpc', 'tv'],>,['18:00:00', '19:15:00']
11-23,['htpc', 'subwoofer_livingroom'],>,['07:15:00', '07:15:00']
11-23,['htpc', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
11-23,['htpc', 'subwoofer_livingroom'],>,['18:00:00', '19:30:00']
11-24,['kitchen_lights', 'microwave'],>,['07:45:00', '08:00:00']
11-24,['kitchen_lights', 'microwave'],>,['16:15:00', '19:00:00']
11-24,['tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-24,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-24,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-24,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-24,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-24,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-24,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-24,['htpc', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-24,['htpc', 'tv'],>,['19:30:00', '19:30:00']
11-24,['htpc', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-24,['lcd_office', 'office_lamp3'],>,['19:30:00', '19:45:00']
11-24,['gigE_&_USBhub', 'lcd_office'],>,['08:30:00', '08:30:00']
11-24,['gigE_&_USBhub', 'lcd_office'],>,['19:30:00', '19:30:00']
11-24,['gigE_&_USBhub', 'laptop'],>,['08:30:00', '08:30:00']
11-24,['gigE_&_USBhub', 'laptop'],>,['19:30:00', '19:30:00']
11-24,['gigE_&_USBhub', 'office_lamp3'],>,['19:30:00', '19:45:00']
11-24,['laptop', 'lcd_office'],>,['08:30:00', '08:30:00']
11-24,['laptop', 'lcd_office'],>,['19:30:00', '19:30:00']
11-24,['laptop', 'office_lamp3'],>,['19:30:00', '19:45:00']
11-25,['kitchen_lights', 'microwave'],>,['07:15:00', '07:30:00']
11-25,['kitchen_lights', 'microwave'],>,['17:00:00', '18:00:00']
11-25,['tv', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-25,['tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-25,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-25,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-25,['amp_livingroom', 'tv'],>,['18:15:00', '18:15:00']
11-25,['amp_livingroom', 'subwoofer_livingroom'],>,['17:00:00', '17:00:00']
11-25,['amp_livingroom', 'subwoofer_livingroom'],>,['18:15:00', '18:15:00']
11-25,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-25,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-25,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
11-25,['htpc', 'kitchen_lights'],>,['17:00:00', '17:00:00']
11-25,['htpc', 'kitchen_lights'],>,['17:00:00', '19:30:00']
11-25,['htpc', 'kitchen_lights'],>,['17:00:00', '20:00:00']
11-25,['htpc', 'tv'],>,['17:00:00', '17:00:00']
11-25,['htpc', 'tv'],>,['17:00:00', '18:15:00']
11-25,['htpc', 'subwoofer_livingroom'],>,['17:00:00', '17:00:00']
11-25,['htpc', 'subwoofer_livingroom'],>,['17:00:00', '18:15:00']
11-25,['htpc', 'subwoofer_livingroom'],>,['17:00:00', '19:30:00']
11-25,['gigE_&_USBhub', 'lcd_office'],>,['09:15:00', '09:15:00']
11-25,['gigE_&_USBhub', 'office_lamp3'],>,['09:15:00', '09:15:00']
11-25,['hair_dryer', 'straighteners'],>,['08:15:00', '08:15:00']
11-26,['kitchen_lights', 'microwave'],>,['16:00:00', '16:00:00']
11-26,['tv', 'kitchen_lights'],>,['15:45:00', '16:00:00']
11-26,['tv', 'kitchen_lights'],>,['18:30:00', '19:30:00']
11-26,['tv', 'kitchen_lights'],>,['18:30:00', '20:30:00']
11-26,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:00:00', '20:30:00']
11-26,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '16:00:00']
11-26,['amp_livingroom', 'kitchen_lights'],>,['18:30:00', '19:30:00']
11-26,['amp_livingroom', 'kitchen_lights'],>,['18:30:00', '20:30:00']
11-26,['amp_livingroom', 'tv'],>,['15:45:00', '15:45:00']
11-26,['amp_livingroom', 'tv'],>,['18:30:00', '18:30:00']
11-26,['amp_livingroom', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
11-26,['amp_livingroom', 'subwoofer_livingroom'],>,['18:30:00', '18:30:00']
11-26,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '16:00:00']
11-26,['subwoofer_livingroom', 'kitchen_lights'],>,['18:30:00', '19:30:00']
11-26,['subwoofer_livingroom', 'kitchen_lights'],>,['18:30:00', '20:30:00']
11-26,['subwoofer_livingroom', 'tv'],>,['15:45:00', '15:45:00']
11-26,['subwoofer_livingroom', 'tv'],>,['18:30:00', '18:30:00']
11-26,['htpc', 'kitchen_lights'],>,['15:45:00', '16:00:00']
11-26,['htpc', 'kitchen_lights'],>,['15:45:00', '16:45:00']
11-26,['htpc', 'kitchen_lights'],>,['18:15:00', '19:30:00']
11-26,['htpc', 'kitchen_lights'],>,['18:15:00', '20:30:00']
11-26,['htpc', 'tv'],>,['15:45:00', '15:45:00']
11-26,['htpc', 'tv'],>,['18:15:00', '18:30:00']
11-26,['htpc', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
11-26,['htpc', 'subwoofer_livingroom'],>,['18:15:00', '18:30:00']
11-27,['kitchen_lights', 'microwave'],>,['08:15:00', '08:30:00']
11-27,['kitchen_lights', 'microwave'],>,['17:15:00', '18:00:00']
11-27,['tv', 'kitchen_lights'],>,['16:00:00', '16:15:00']
11-27,['amp_livingroom', 'kitchen_lights'],>,['10:15:00', '10:15:00']
11-27,['amp_livingroom', 'kitchen_lights'],>,['16:00:00', '16:15:00']
11-27,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '19:15:00']
11-27,['amp_livingroom', 'tv'],>,['10:15:00', '10:15:00']
11-27,['amp_livingroom', 'tv'],>,['16:00:00', '16:00:00']
11-27,['amp_livingroom', 'tv'],>,['18:45:00', '18:45:00']
11-27,['amp_livingroom', 'tv'],>,['18:45:00', '20:00:00']
11-27,['amp_livingroom', 'subwoofer_livingroom'],>,['10:15:00', '10:15:00']
11-27,['amp_livingroom', 'subwoofer_livingroom'],>,['16:00:00', '16:15:00']
11-27,['amp_livingroom', 'subwoofer_livingroom'],>,['18:45:00', '18:45:00']
11-27,['subwoofer_livingroom', 'kitchen_lights'],>,['16:15:00', '16:15:00']
11-27,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '19:15:00']
11-27,['subwoofer_livingroom', 'tv'],>,['10:15:00', '10:15:00']
11-27,['subwoofer_livingroom', 'tv'],>,['18:45:00', '18:45:00']
11-27,['subwoofer_livingroom', 'tv'],>,['18:45:00', '20:00:00']
11-27,['htpc', 'kitchen_lights'],>,['10:15:00', '10:15:00']
11-27,['htpc', 'kitchen_lights'],>,['16:15:00', '16:15:00']
11-27,['htpc', 'kitchen_lights'],>,['16:15:00', '17:15:00']
11-27,['htpc', 'kitchen_lights'],>,['16:15:00', '19:15:00']
11-27,['htpc', 'kitchen_lights'],>,['16:15:00', '21:30:00']
11-27,['htpc', 'tv'],>,['10:15:00', '10:15:00']
11-27,['htpc', 'tv'],>,['16:15:00', '18:45:00']
11-27,['htpc', 'tv'],>,['16:15:00', '20:00:00']
11-27,['htpc', 'subwoofer_livingroom'],>,['10:15:00', '10:15:00']
11-27,['htpc', 'subwoofer_livingroom'],>,['16:15:00', '16:15:00']
11-27,['htpc', 'subwoofer_livingroom'],>,['16:15:00', '18:45:00']
11-28,['kitchen_lights', 'microwave'],>,['07:45:00', '07:45:00']
11-28,['kitchen_lights', 'microwave'],>,['10:00:00', '10:30:00']
11-28,['kitchen_lights', 'microwave'],>,['15:15:00', '15:15:00']
11-28,['tv', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-28,['tv', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-28,['tv', 'kitchen_lights'],>,['19:30:00', '21:15:00']
11-28,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-28,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-28,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '21:15:00']
11-28,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-28,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-28,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '21:15:00']
11-28,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-28,['amp_livingroom', 'subwoofer_livingroom'],>,['16:45:00', '16:45:00']
11-28,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-28,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-28,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-28,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '21:15:00']
11-28,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-28,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '08:45:00']
11-28,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '10:00:00']
11-28,['gigE_&_USBhub', 'laptop'],>,['07:45:00', '07:45:00']
11-28,['gigE_&_USBhub', 'office_lamp3'],>,['07:45:00', '08:45:00']
11-28,['laptop', 'lcd_office'],>,['07:45:00', '08:45:00']
11-28,['laptop', 'lcd_office'],>,['07:45:00', '10:00:00']
11-28,['laptop', 'office_lamp3'],>,['07:45:00', '08:45:00']
11-29,['kitchen_lights', 'microwave'],>,['16:15:00', '16:45:00']
11-29,['tv', 'kitchen_lights'],>,['19:15:00', '20:15:00']
11-29,['tv', 'kitchen_lights'],>,['19:15:00', '21:45:00']
11-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '16:15:00']
11-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '18:45:00']
11-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '20:15:00']
11-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '21:45:00']
11-29,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '16:15:00']
11-29,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '18:45:00']
11-29,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '20:15:00']
11-29,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '21:45:00']
11-29,['amp_livingroom', 'tv'],>,['15:45:00', '18:00:00']
11-29,['amp_livingroom', 'tv'],>,['15:45:00', '19:15:00']
11-29,['amp_livingroom', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
11-29,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '16:15:00']
11-29,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '18:45:00']
11-29,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '20:15:00']
11-29,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '21:45:00']
11-29,['subwoofer_livingroom', 'tv'],>,['15:45:00', '18:00:00']
11-29,['subwoofer_livingroom', 'tv'],>,['15:45:00', '19:15:00']
11-29,['htpc', 'kitchen_lights'],>,['18:00:00', '18:45:00']
11-29,['htpc', 'kitchen_lights'],>,['18:00:00', '20:15:00']
11-29,['htpc', 'kitchen_lights'],>,['18:00:00', '21:45:00']
11-29,['htpc', 'tv'],>,['18:00:00', '18:00:00']
11-29,['htpc', 'tv'],>,['18:00:00', '19:15:00']
11-29,['gigE_&_USBhub', 'lcd_office'],>,['10:00:00', '10:00:00']
11-29,['gigE_&_USBhub', 'office_lamp3'],>,['10:00:00', '10:00:00']
11-30,['kitchen_lights', 'microwave'],>,['07:45:00', '08:00:00']
11-30,['kitchen_lights', 'microwave'],>,['07:45:00', '08:30:00']
11-30,['kitchen_lights', 'microwave'],>,['15:45:00', '16:15:00']
11-30,['livingroom_lamp_tv', 'kitchen_lights'],>,['14:45:00', '14:45:00']
11-30,['livingroom_lamp_tv', 'kitchen_lights'],>,['14:45:00', '15:45:00']
11-30,['livingroom_lamp_tv', 'kitchen_lights'],>,['14:45:00', '19:00:00']
11-30,['amp_livingroom', 'tv'],>,['18:30:00', '18:30:00']
11-30,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-30,['amp_livingroom', 'subwoofer_livingroom'],>,['09:45:00', '09:45:00']
11-30,['amp_livingroom', 'subwoofer_livingroom'],>,['18:30:00', '18:30:00']
11-30,['subwoofer_livingroom', 'tv'],>,['18:30:00', '18:30:00']
11-30,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-30,['htpc', 'kitchen_lights'],>,['18:30:00', '19:00:00']
11-30,['htpc', 'tv'],>,['18:30:00', '18:30:00']
11-30,['htpc', 'tv'],>,['18:30:00', '19:30:00']
11-30,['htpc', 'subwoofer_livingroom'],>,['18:30:00', '18:30:00']
11-30,['htpc', 'subwoofer_livingroom'],>,['18:30:00', '19:30:00']
12-01,['kitchen_lights', 'microwave'],>,['07:30:00', '07:30:00']
12-01,['kitchen_lights', 'microwave'],>,['07:30:00', '09:00:00']
12-01,['tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
12-01,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
12-01,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
12-01,['amp_livingroom', 'tv'],>,['10:30:00', '10:30:00']
12-01,['amp_livingroom', 'tv'],>,['18:00:00', '18:00:00']
12-01,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
12-01,['amp_livingroom', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
12-01,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
12-01,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
12-01,['subwoofer_livingroom', 'tv'],>,['18:00:00', '18:00:00']
12-01,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
12-01,['htpc', 'kitchen_lights'],>,['18:00:00', '19:00:00']
12-01,['htpc', 'kitchen_lights'],>,['18:00:00', '20:00:00']
12-01,['htpc', 'kitchen_lights'],>,['18:00:00', '21:30:00']
12-01,['htpc', 'tv'],>,['10:30:00', '10:30:00']
12-01,['htpc', 'tv'],>,['18:00:00', '18:00:00']
12-01,['htpc', 'tv'],>,['18:00:00', '19:30:00']
12-01,['htpc', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
12-01,['htpc', 'subwoofer_livingroom'],>,['18:00:00', '19:30:00']
12-02,['kitchen_lights', 'microwave'],>,['22:15:00', '22:30:00']
12-02,['kitchen_lights', 'microwave'],>,['07:15:00', '07:30:00']
12-02,['kitchen_lights', 'microwave'],>,['07:15:00', '08:00:00']
12-02,['tv', 'kitchen_lights'],>,['15:30:00', '15:30:00']
12-02,['tv', 'kitchen_lights'],>,['16:15:00', '16:15:00']
12-02,['amp_livingroom', 'kitchen_lights'],>,['16:15:00', '16:15:00']
12-02,['amp_livingroom', 'tv'],>,['16:15:00', '16:15:00']
12-02,['amp_livingroom', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
12-02,['subwoofer_livingroom', 'kitchen_lights'],>,['16:15:00', '16:15:00']
12-02,['subwoofer_livingroom', 'tv'],>,['16:15:00', '16:15:00']
12-02,['htpc', 'kitchen_lights'],>,['22:15:00', '22:15:00']
12-02,['htpc', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
12-02,['hifi_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
12-02,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
12-02,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
12-02,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
12-02,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
12-02,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
12-02,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
12-02,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
12-02,['hair_dryer', 'straighteners'],>,['18:30:00', '18:30:00']
12-03,['kitchen_lights', 'microwave'],>,['07:30:00', '07:45:00']
12-03,['kitchen_lights', 'microwave'],>,['18:15:00', '18:15:00']
12-03,['kitchen_lights', 'microwave'],>,['18:15:00', '20:15:00']
12-03,['amp_livingroom', 'tv'],>,['11:00:00', '11:00:00']
12-03,['amp_livingroom', 'subwoofer_livingroom'],>,['11:00:00', '11:00:00']
12-03,['amp_livingroom', 'subwoofer_livingroom'],>,['14:30:00', '14:30:00']
12-03,['amp_livingroom', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
12-03,['subwoofer_livingroom', 'tv'],>,['11:00:00', '11:00:00']
12-03,['htpc', 'tv'],>,['11:00:00', '11:00:00']
12-03,['htpc', 'tv'],>,['20:15:00', '20:15:00']
12-03,['htpc', 'subwoofer_livingroom'],>,['11:00:00', '11:00:00']
12-03,['htpc', 'subwoofer_livingroom'],>,['14:30:00', '14:30:00']
12-03,['htpc', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
12-03,['hifi_office', 'office_lamp3'],>,['16:00:00', '16:00:00']
12-03,['lcd_office', 'office_lamp3'],>,['15:45:00', '16:00:00']
12-03,['gigE_&_USBhub', 'hifi_office'],>,['07:30:00', '08:30:00']
12-03,['gigE_&_USBhub', 'hifi_office'],>,['07:30:00', '16:00:00']
12-03,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '07:30:00']
12-03,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '08:30:00']
12-03,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '12:45:00']
12-03,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '15:45:00']
12-03,['gigE_&_USBhub', 'laptop'],>,['07:30:00', '07:30:00']
12-03,['gigE_&_USBhub', 'office_lamp3'],>,['07:30:00', '07:30:00']
12-03,['gigE_&_USBhub', 'office_lamp3'],>,['07:30:00', '16:00:00']
12-03,['laptop', 'lcd_office'],>,['07:30:00', '07:30:00']
12-03,['laptop', 'lcd_office'],>,['07:30:00', '08:30:00']
12-03,['laptop', 'lcd_office'],>,['07:30:00', '12:45:00']
12-03,['laptop', 'lcd_office'],>,['07:30:00', '15:45:00']
12-03,['laptop', 'office_lamp3'],>,['07:30:00', '07:30:00']
12-03,['laptop', 'office_lamp3'],>,['07:30:00', '16:00:00']
12-04,['kitchen_lights', 'microwave'],>,['07:45:00', '07:45:00']
12-04,['tv', 'kitchen_lights'],>,['20:00:00', '21:00:00']
12-04,['tv', 'kitchen_lights'],>,['20:00:00', '21:30:00']
12-04,['livingroom_lamp_tv', 'kitchen_lights'],>,['21:00:00', '21:00:00']
12-04,['livingroom_lamp_tv', 'kitchen_lights'],>,['21:00:00', '21:30:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '11:00:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '12:00:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '13:30:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '14:30:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '21:00:00']
12-04,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
12-04,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
12-04,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
12-04,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '21:00:00']
12-04,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
12-04,['subwoofer_livingroom', 'tv'],>,['20:00:00', '20:00:00']
12-04,['htpc', 'kitchen_lights'],>,['20:00:00', '21:00:00']
12-04,['htpc', 'kitchen_lights'],>,['20:00:00', '21:30:00']
12-04,['htpc', 'tv'],>,['20:00:00', '20:00:00']
12-04,['htpc', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
12-04,['hifi_office', 'office_lamp3'],>,['11:00:00', '11:00:00']
12-04,['hifi_office', 'office_lamp3'],>,['14:15:00', '17:00:00']
12-04,['lcd_office', 'office_lamp3'],>,['14:15:00', '17:00:00']
12-04,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:15:00']
12-04,['gigE_&_USBhub', 'hifi_office'],>,['11:00:00', '11:00:00']
12-04,['gigE_&_USBhub', 'hifi_office'],>,['11:00:00', '14:15:00']
12-04,['gigE_&_USBhub', 'hifi_office'],>,['11:00:00', '20:30:00']
12-04,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '11:00:00']
12-04,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '12:45:00']
12-04,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '14:15:00']
12-04,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '20:00:00']
12-04,['gigE_&_USBhub', 'laptop'],>,['11:00:00', '11:00:00']
12-04,['gigE_&_USBhub', 'office_lamp3'],>,['11:00:00', '11:00:00']
12-04,['gigE_&_USBhub', 'office_lamp3'],>,['11:00:00', '17:00:00']
12-04,['gigE_&_USBhub', 'office_lamp3'],>,['11:00:00', '20:15:00']
